instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_celsius,atemp_celsius,hum_percent,windspeed_kmh,temp_bin,humidity_bin,is_weekend,month,year,windspeed_bin,time_period
16456,2012-11-23,winter,2012,11,9,0,Saturday,1,1,0.28,0.2879,0.75,0.1045,32,80,112,11.48,14.395,75.0,7.0015,10-20°C,50-75%,True,11,2012,0-10 kmh,Morning (6-12)
16457,2012-11-23,winter,2012,11,10,0,Saturday,1,1,0.34,0.3333,0.61,0.1642,87,114,201,13.940000000000001,16.665,61.0,11.0014,10-20°C,50-75%,True,11,2012,0-10 kmh,Morning (6-12)
16458,2012-11-23,winter,2012,11,11,0,Saturday,1,1,0.4,0.4091,0.5,0.194,121,130,251,16.400000000000002,20.455000000000002,50.0,12.998000000000001,10-20°C,25-50%,True,11,2012,0-10 kmh,Morning (6-12)
16459,2012-11-23,winter,2012,11,12,0,Saturday,1,1,0.44,0.4394,0.38,0.2537,186,193,379,18.04,21.97,38.0,16.997899999999998,10-20°C,25-50%,True,11,2012,0-10 kmh,Morning (6-12)
16460,2012-11-23,winter,2012,11,13,0,Saturday,1,1,0.46,0.4545,0.38,0.2836,224,200,424,18.86,22.725,38.0,19.0012,10-20°C,25-50%,True,11,2012,0-10 kmh,Afternoon (12-18)
16461,2012-11-23,winter,2012,11,14,0,Saturday,1,1,0.5,0.4848,0.36,0.2537,240,195,435,20.5,24.240000000000002,36.0,16.997899999999998,20-30°C,25-50%,True,11,2012,0-10 kmh,Afternoon (12-18)
16462,2012-11-23,winter,2012,11,15,0,Saturday,1,1,0.48,0.4697,0.41,0.2537,233,214,447,19.68,23.485,41.0,16.997899999999998,10-20°C,25-50%,True,11,2012,0-10 kmh,Afternoon (12-18)
16463,2012-11-23,winter,2012,11,16,0,Saturday,1,2,0.48,0.4697,0.41,0.1045,158,199,357,19.68,23.485,41.0,7.0015,10-20°C,25-50%,True,11,2012,0-10 kmh,Afternoon (12-18)
16464,2012-11-23,winter,2012,11,17,0,Saturday,1,2,0.48,0.4697,0.39,0.0896,117,183,300,19.68,23.485,39.0,6.0032,10-20°C,25-50%,True,11,2012,0-10 kmh,Afternoon (12-18)
16465,2012-11-23,winter,2012,11,18,0,Saturday,1,2,0.46,0.4545,0.44,0.0,50,158,208,18.86,22.725,44.0,0.0,10-20°C,25-50%,True,11,2012,,Afternoon (12-18)
16466,2012-11-23,winter,2012,11,19,0,Saturday,1,2,0.46,0.4545,0.47,0.1642,33,121,154,18.86,22.725,47.0,11.0014,10-20°C,25-50%,True,11,2012,0-10 kmh,Evening (18-24)
16467,2012-11-23,winter,2012,11,20,0,Saturday,1,1,0.46,0.4545,0.41,0.0896,42,100,142,18.86,22.725,41.0,6.0032,10-20°C,25-50%,True,11,2012,0-10 kmh,Evening (18-24)
16468,2012-11-23,winter,2012,11,21,0,Saturday,1,1,0.46,0.4545,0.47,0.2537,23,75,98,18.86,22.725,47.0,16.997899999999998,10-20°C,25-50%,True,11,2012,0-10 kmh,Evening (18-24)
16469,2012-11-23,winter,2012,11,22,0,Saturday,1,1,0.44,0.4394,0.33,0.5224,16,63,79,18.04,21.97,33.0,35.0008,10-20°C,25-50%,True,11,2012,20-30 kmh,Evening (18-24)
16470,2012-11-23,winter,2012,11,23,0,Saturday,1,1,0.42,0.4242,0.38,0.4478,20,47,67,17.22,21.21,38.0,30.002599999999997,10-20°C,25-50%,True,11,2012,20-30 kmh,Evening (18-24)
16471,2012-11-24,winter,2012,11,0,0,Sunday,0,1,0.4,0.4091,0.37,0.4179,9,33,42,16.400000000000002,20.455000000000002,37.0,27.999299999999998,10-20°C,25-50%,True,11,2012,20-30 kmh,Night (0-6)
16472,2012-11-24,winter,2012,11,1,0,Sunday,0,1,0.34,0.2879,0.42,0.4925,1,19,20,13.940000000000001,14.395,42.0,32.9975,10-20°C,25-50%,True,11,2012,20-30 kmh,Night (0-6)
16473,2012-11-24,winter,2012,11,2,0,Sunday,0,1,0.32,0.2727,0.39,0.6119,10,22,32,13.120000000000001,13.635,39.0,40.9973,10-20°C,25-50%,True,11,2012,40-50 kmh,Night (0-6)
16474,2012-11-24,winter,2012,11,3,0,Sunday,0,1,0.28,0.2576,0.41,0.3582,6,5,11,11.48,12.879999999999999,41.0,23.9994,10-20°C,25-50%,True,11,2012,20-30 kmh,Night (0-6)
16475,2012-11-24,winter,2012,11,4,0,Sunday,0,1,0.26,0.2121,0.41,0.4478,1,2,3,10.66,10.605,41.0,30.002599999999997,10-20°C,25-50%,True,11,2012,20-30 kmh,Night (0-6)
16476,2012-11-24,winter,2012,11,5,0,Sunday,0,1,0.26,0.2273,0.41,0.3284,1,2,3,10.66,11.365,41.0,22.0028,10-20°C,25-50%,True,11,2012,20-30 kmh,Night (0-6)
16477,2012-11-24,winter,2012,11,6,0,Sunday,0,1,0.24,0.2121,0.44,0.2836,1,9,10,9.84,10.605,44.0,19.0012,0-10°C,25-50%,True,11,2012,0-10 kmh,Night (0-6)
16478,2012-11-24,winter,2012,11,7,0,Sunday,0,2,0.26,0.2273,0.41,0.3284,4,21,25,10.66,11.365,41.0,22.0028,10-20°C,25-50%,True,11,2012,20-30 kmh,Morning (6-12)
16479,2012-11-24,winter,2012,11,8,0,Sunday,0,2,0.26,0.2121,0.44,0.4627,7,55,62,10.66,10.605,44.0,31.0009,10-20°C,25-50%,True,11,2012,20-30 kmh,Morning (6-12)
16480,2012-11-24,winter,2012,11,9,0,Sunday,0,2,0.26,0.2121,0.41,0.4478,26,96,122,10.66,10.605,41.0,30.002599999999997,10-20°C,25-50%,True,11,2012,20-30 kmh,Morning (6-12)
16481,2012-11-24,winter,2012,11,10,0,Sunday,0,2,0.26,0.2273,0.44,0.2985,46,96,142,10.66,11.365,44.0,19.999499999999998,10-20°C,25-50%,True,11,2012,0-10 kmh,Morning (6-12)
16482,2012-11-24,winter,2012,11,11,0,Sunday,0,2,0.28,0.2576,0.41,0.2985,55,131,186,11.48,12.879999999999999,41.0,19.999499999999998,10-20°C,25-50%,True,11,2012,0-10 kmh,Morning (6-12)
16483,2012-11-24,winter,2012,11,12,0,Sunday,0,2,0.3,0.2576,0.36,0.6119,53,146,199,12.299999999999999,12.879999999999999,36.0,40.9973,10-20°C,25-50%,True,11,2012,40-50 kmh,Morning (6-12)
16484,2012-11-24,winter,2012,11,13,0,Sunday,0,1,0.32,0.303,0.36,0.3284,64,161,225,13.120000000000001,15.15,36.0,22.0028,10-20°C,25-50%,True,11,2012,20-30 kmh,Afternoon (12-18)
16485,2012-11-24,winter,2012,11,14,0,Sunday,0,1,0.32,0.2879,0.33,0.4627,58,149,207,13.120000000000001,14.395,33.0,31.0009,10-20°C,25-50%,True,11,2012,20-30 kmh,Afternoon (12-18)
16486,2012-11-24,winter,2012,11,15,0,Sunday,0,1,0.3,0.2727,0.36,0.4627,59,139,198,12.299999999999999,13.635,36.0,31.0009,10-20°C,25-50%,True,11,2012,20-30 kmh,Afternoon (12-18)
16487,2012-11-24,winter,2012,11,16,0,Sunday,0,1,0.28,0.2424,0.38,0.4478,43,127,170,11.48,12.120000000000001,38.0,30.002599999999997,10-20°C,25-50%,True,11,2012,20-30 kmh,Afternoon (12-18)
16488,2012-11-24,winter,2012,11,17,0,Sunday,0,1,0.26,0.2273,0.41,0.3881,29,97,126,10.66,11.365,41.0,26.0027,10-20°C,25-50%,True,11,2012,20-30 kmh,Afternoon (12-18)
16489,2012-11-24,winter,2012,11,18,0,Sunday,0,1,0.26,0.2273,0.38,0.3881,22,123,145,10.66,11.365,38.0,26.0027,10-20°C,25-50%,True,11,2012,20-30 kmh,Afternoon (12-18)
16490,2012-11-24,winter,2012,11,19,0,Sunday,0,1,0.26,0.2424,0.41,0.2537,9,74,83,10.66,12.120000000000001,41.0,16.997899999999998,10-20°C,25-50%,True,11,2012,0-10 kmh,Evening (18-24)
16491,2012-11-24,winter,2012,11,20,0,Sunday,0,1,0.24,0.2121,0.44,0.2836,3,55,58,9.84,10.605,44.0,19.0012,0-10°C,25-50%,True,11,2012,0-10 kmh,Evening (18-24)
16492,2012-11-24,winter,2012,11,21,0,Sunday,0,1,0.24,0.2273,0.44,0.194,9,66,75,9.84,11.365,44.0,12.998000000000001,0-10°C,25-50%,True,11,2012,0-10 kmh,Evening (18-24)
16493,2012-11-24,winter,2012,11,22,0,Sunday,0,1,0.24,0.2273,0.44,0.2537,7,69,76,9.84,11.365,44.0,16.997899999999998,0-10°C,25-50%,True,11,2012,0-10 kmh,Evening (18-24)
16494,2012-11-24,winter,2012,11,23,0,Sunday,0,1,0.24,0.2273,0.44,0.194,9,48,57,9.84,11.365,44.0,12.998000000000001,0-10°C,25-50%,True,11,2012,0-10 kmh,Evening (18-24)
16495,2012-11-25,winter,2012,11,0,0,Monday,0,1,0.22,0.2121,0.47,0.2537,3,31,34,9.02,10.605,47.0,16.997899999999998,0-10°C,25-50%,False,11,2012,0-10 kmh,Night (0-6)
16496,2012-11-25,winter,2012,11,1,0,Monday,0,1,0.22,0.2273,0.44,0.194,4,32,36,9.02,11.365,44.0,12.998000000000001,0-10°C,25-50%,False,11,2012,0-10 kmh,Night (0-6)
16497,2012-11-25,winter,2012,11,2,0,Monday,0,1,0.22,0.197,0.44,0.3582,1,27,28,9.02,9.85,44.0,23.9994,0-10°C,25-50%,False,11,2012,20-30 kmh,Night (0-6)
16498,2012-11-25,winter,2012,11,3,0,Monday,0,1,0.22,0.2727,0.44,0.0,0,8,8,9.02,13.635,44.0,0.0,0-10°C,25-50%,False,11,2012,,Night (0-6)
16499,2012-11-25,winter,2012,11,4,0,Monday,0,1,0.22,0.2727,0.44,0.0,1,1,2,9.02,13.635,44.0,0.0,0-10°C,25-50%,False,11,2012,,Night (0-6)
16500,2012-11-25,winter,2012,11,5,0,Monday,0,2,0.22,0.2273,0.47,0.1642,0,3,3,9.02,11.365,47.0,11.0014,0-10°C,25-50%,False,11,2012,0-10 kmh,Night (0-6)
16501,2012-11-25,winter,2012,11,6,0,Monday,0,2,0.22,0.2424,0.47,0.1045,1,10,11,9.02,12.120000000000001,47.0,7.0015,0-10°C,25-50%,False,11,2012,0-10 kmh,Night (0-6)
16502,2012-11-25,winter,2012,11,7,0,Monday,0,2,0.22,0.2424,0.51,0.1045,2,19,21,9.02,12.120000000000001,51.0,7.0015,0-10°C,50-75%,False,11,2012,0-10 kmh,Morning (6-12)
16503,2012-11-25,winter,2012,11,8,0,Monday,0,2,0.22,0.2273,0.51,0.194,2,32,34,9.02,11.365,51.0,12.998000000000001,0-10°C,50-75%,False,11,2012,0-10 kmh,Morning (6-12)
16504,2012-11-25,winter,2012,11,9,0,Monday,0,2,0.24,0.2273,0.48,0.2239,13,83,96,9.84,11.365,48.0,15.001299999999999,0-10°C,25-50%,False,11,2012,0-10 kmh,Morning (6-12)
16505,2012-11-25,winter,2012,11,10,0,Monday,0,1,0.24,0.2273,0.48,0.2537,15,124,139,9.84,11.365,48.0,16.997899999999998,0-10°C,25-50%,False,11,2012,0-10 kmh,Morning (6-12)
16506,2012-11-25,winter,2012,11,11,0,Monday,0,2,0.26,0.2576,0.41,0.2239,49,155,204,10.66,12.879999999999999,41.0,15.001299999999999,10-20°C,25-50%,False,11,2012,0-10 kmh,Morning (6-12)
16507,2012-11-25,winter,2012,11,12,0,Monday,0,2,0.26,0.2576,0.41,0.2239,37,165,202,10.66,12.879999999999999,41.0,15.001299999999999,10-20°C,25-50%,False,11,2012,0-10 kmh,Morning (6-12)
16508,2012-11-25,winter,2012,11,13,0,Monday,0,2,0.26,0.2576,0.41,0.1642,37,158,195,10.66,12.879999999999999,41.0,11.0014,10-20°C,25-50%,False,11,2012,0-10 kmh,Afternoon (12-18)
16509,2012-11-25,winter,2012,11,14,0,Monday,0,2,0.3,0.2879,0.42,0.2537,33,170,203,12.299999999999999,14.395,42.0,16.997899999999998,10-20°C,25-50%,False,11,2012,0-10 kmh,Afternoon (12-18)
16510,2012-11-25,winter,2012,11,15,0,Monday,0,1,0.3,0.2879,0.42,0.2537,36,209,245,12.299999999999999,14.395,42.0,16.997899999999998,10-20°C,25-50%,False,11,2012,0-10 kmh,Afternoon (12-18)
16511,2012-11-25,winter,2012,11,16,0,Monday,0,1,0.3,0.2879,0.39,0.2239,25,203,228,12.299999999999999,14.395,39.0,15.001299999999999,10-20°C,25-50%,False,11,2012,0-10 kmh,Afternoon (12-18)
16512,2012-11-25,winter,2012,11,17,0,Monday,0,1,0.28,0.2727,0.41,0.1642,11,170,181,11.48,13.635,41.0,11.0014,10-20°C,25-50%,False,11,2012,0-10 kmh,Afternoon (12-18)
16513,2012-11-25,winter,2012,11,18,0,Monday,0,1,0.26,0.2576,0.44,0.1642,9,132,141,10.66,12.879999999999999,44.0,11.0014,10-20°C,25-50%,False,11,2012,0-10 kmh,Afternoon (12-18)
16514,2012-11-25,winter,2012,11,19,0,Monday,0,1,0.26,0.303,0.41,0.0,13,114,127,10.66,15.15,41.0,0.0,10-20°C,25-50%,False,11,2012,,Evening (18-24)
16515,2012-11-25,winter,2012,11,20,0,Monday,0,1,0.24,0.2879,0.6,0.0,9,110,119,9.84,14.395,60.0,0.0,0-10°C,50-75%,False,11,2012,,Evening (18-24)
16516,2012-11-25,winter,2012,11,21,0,Monday,0,1,0.26,0.303,0.48,0.0,4,60,64,10.66,15.15,48.0,0.0,10-20°C,25-50%,False,11,2012,,Evening (18-24)
16517,2012-11-25,winter,2012,11,22,0,Monday,0,1,0.24,0.2879,0.6,0.0,3,59,62,9.84,14.395,60.0,0.0,0-10°C,50-75%,False,11,2012,,Evening (18-24)
16518,2012-11-25,winter,2012,11,23,0,Monday,0,1,0.22,0.2576,0.69,0.0896,1,40,41,9.02,12.879999999999999,69.0,6.0032,0-10°C,50-75%,False,11,2012,0-10 kmh,Evening (18-24)
16519,2012-11-26,winter,2012,11,0,0,Tuesday,1,1,0.22,0.2727,0.69,0.0,4,19,23,9.02,13.635,69.0,0.0,0-10°C,50-75%,False,11,2012,,Night (0-6)
16520,2012-11-26,winter,2012,11,1,0,Tuesday,1,1,0.2,0.2576,0.69,0.0,1,9,10,8.200000000000001,12.879999999999999,69.0,0.0,0-10°C,50-75%,False,11,2012,,Night (0-6)
16521,2012-11-26,winter,2012,11,2,0,Tuesday,1,1,0.2,0.2576,0.69,0.0,0,5,5,8.200000000000001,12.879999999999999,69.0,0.0,0-10°C,50-75%,False,11,2012,,Night (0-6)
16522,2012-11-26,winter,2012,11,3,0,Tuesday,1,1,0.2,0.2576,0.69,0.0,1,4,5,8.200000000000001,12.879999999999999,69.0,0.0,0-10°C,50-75%,False,11,2012,,Night (0-6)
16523,2012-11-26,winter,2012,11,4,0,Tuesday,1,1,0.22,0.2727,0.69,0.0,0,10,10,9.02,13.635,69.0,0.0,0-10°C,50-75%,False,11,2012,,Night (0-6)
16524,2012-11-26,winter,2012,11,5,0,Tuesday,1,1,0.22,0.2273,0.69,0.1642,0,41,41,9.02,11.365,69.0,11.0014,0-10°C,50-75%,False,11,2012,0-10 kmh,Night (0-6)
16525,2012-11-26,winter,2012,11,6,0,Tuesday,1,1,0.22,0.2727,0.69,0.0,1,123,124,9.02,13.635,69.0,0.0,0-10°C,50-75%,False,11,2012,,Night (0-6)
16526,2012-11-26,winter,2012,11,7,0,Tuesday,1,1,0.24,0.2879,0.65,0.0,2,363,365,9.84,14.395,65.0,0.0,0-10°C,50-75%,False,11,2012,,Morning (6-12)
16527,2012-11-26,winter,2012,11,8,0,Tuesday,1,1,0.24,0.2879,0.65,0.0,9,629,638,9.84,14.395,65.0,0.0,0-10°C,50-75%,False,11,2012,,Morning (6-12)
16528,2012-11-26,winter,2012,11,9,0,Tuesday,1,1,0.28,0.303,0.56,0.0896,10,276,286,11.48,15.15,56.00000000000001,6.0032,10-20°C,50-75%,False,11,2012,0-10 kmh,Morning (6-12)
16529,2012-11-26,winter,2012,11,10,0,Tuesday,1,1,0.32,0.3485,0.49,0.0,20,127,147,13.120000000000001,17.424999999999997,49.0,0.0,10-20°C,25-50%,False,11,2012,,Morning (6-12)
16530,2012-11-26,winter,2012,11,11,0,Tuesday,1,1,0.4,0.4091,0.37,0.2985,18,112,130,16.400000000000002,20.455000000000002,37.0,19.999499999999998,10-20°C,25-50%,False,11,2012,0-10 kmh,Morning (6-12)
16531,2012-11-26,winter,2012,11,12,0,Tuesday,1,1,0.42,0.4242,0.35,0.1045,22,188,210,17.22,21.21,35.0,7.0015,10-20°C,25-50%,False,11,2012,0-10 kmh,Morning (6-12)
16532,2012-11-26,winter,2012,11,13,0,Tuesday,1,1,0.42,0.4242,0.35,0.1045,20,197,217,17.22,21.21,35.0,7.0015,10-20°C,25-50%,False,11,2012,0-10 kmh,Afternoon (12-18)
16533,2012-11-26,winter,2012,11,14,0,Tuesday,1,1,0.42,0.4242,0.35,0.0,51,177,228,17.22,21.21,35.0,0.0,10-20°C,25-50%,False,11,2012,,Afternoon (12-18)
16534,2012-11-26,winter,2012,11,15,0,Tuesday,1,1,0.42,0.4242,0.35,0.0896,49,181,230,17.22,21.21,35.0,6.0032,10-20°C,25-50%,False,11,2012,0-10 kmh,Afternoon (12-18)
16535,2012-11-26,winter,2012,11,16,0,Tuesday,1,1,0.44,0.4394,0.3,0.0,49,297,346,18.04,21.97,30.0,0.0,10-20°C,25-50%,False,11,2012,,Afternoon (12-18)
16536,2012-11-26,winter,2012,11,17,0,Tuesday,1,1,0.42,0.4242,0.32,0.0,13,540,553,17.22,21.21,32.0,0.0,10-20°C,25-50%,False,11,2012,,Afternoon (12-18)
16537,2012-11-26,winter,2012,11,18,0,Tuesday,1,1,0.36,0.3485,0.5,0.1642,19,502,521,14.76,17.424999999999997,50.0,11.0014,10-20°C,25-50%,False,11,2012,0-10 kmh,Afternoon (12-18)
16538,2012-11-26,winter,2012,11,19,0,Tuesday,1,1,0.34,0.3636,0.53,0.0,16,355,371,13.940000000000001,18.18,53.0,0.0,10-20°C,50-75%,False,11,2012,,Evening (18-24)
16539,2012-11-26,winter,2012,11,20,0,Tuesday,1,1,0.34,0.3636,0.49,0.0,12,265,277,13.940000000000001,18.18,49.0,0.0,10-20°C,25-50%,False,11,2012,,Evening (18-24)
16540,2012-11-26,winter,2012,11,21,0,Tuesday,1,1,0.34,0.3636,0.49,0.0,9,172,181,13.940000000000001,18.18,49.0,0.0,10-20°C,25-50%,False,11,2012,,Evening (18-24)
16541,2012-11-26,winter,2012,11,22,0,Tuesday,1,1,0.32,0.3485,0.61,0.0,3,101,104,13.120000000000001,17.424999999999997,61.0,0.0,10-20°C,50-75%,False,11,2012,,Evening (18-24)
16542,2012-11-26,winter,2012,11,23,0,Tuesday,1,2,0.32,0.3333,0.66,0.1045,8,57,65,13.120000000000001,16.665,66.0,7.0015,10-20°C,50-75%,False,11,2012,0-10 kmh,Evening (18-24)
16543,2012-11-27,winter,2012,11,0,0,Wednesday,1,2,0.32,0.3333,0.66,0.0896,2,24,26,13.120000000000001,16.665,66.0,6.0032,10-20°C,50-75%,False,11,2012,0-10 kmh,Night (0-6)
16544,2012-11-27,winter,2012,11,1,0,Wednesday,1,2,0.32,0.3333,0.7,0.1343,0,6,6,13.120000000000001,16.665,70.0,8.9981,10-20°C,50-75%,False,11,2012,0-10 kmh,Night (0-6)
16545,2012-11-27,winter,2012,11,2,0,Wednesday,1,2,0.32,0.3182,0.7,0.1642,0,5,5,13.120000000000001,15.909999999999998,70.0,11.0014,10-20°C,50-75%,False,11,2012,0-10 kmh,Night (0-6)
16546,2012-11-27,winter,2012,11,3,0,Wednesday,1,3,0.32,0.3333,0.7,0.1343,1,3,4,13.120000000000001,16.665,70.0,8.9981,10-20°C,50-75%,False,11,2012,0-10 kmh,Night (0-6)
16547,2012-11-27,winter,2012,11,4,0,Wednesday,1,3,0.3,0.2879,0.81,0.194,0,5,5,12.299999999999999,14.395,81.0,12.998000000000001,10-20°C,75-100%,False,11,2012,0-10 kmh,Night (0-6)
16548,2012-11-27,winter,2012,11,5,0,Wednesday,1,2,0.3,0.2879,0.81,0.2239,0,31,31,12.299999999999999,14.395,81.0,15.001299999999999,10-20°C,75-100%,False,11,2012,0-10 kmh,Night (0-6)
16549,2012-11-27,winter,2012,11,6,0,Wednesday,1,2,0.3,0.303,0.81,0.1642,3,97,100,12.299999999999999,15.15,81.0,11.0014,10-20°C,75-100%,False,11,2012,0-10 kmh,Night (0-6)
16550,2012-11-27,winter,2012,11,7,0,Wednesday,1,3,0.3,0.303,0.81,0.1343,4,289,293,12.299999999999999,15.15,81.0,8.9981,10-20°C,75-100%,False,11,2012,0-10 kmh,Morning (6-12)
16551,2012-11-27,winter,2012,11,8,0,Wednesday,1,3,0.32,0.3182,0.81,0.1642,6,494,500,13.120000000000001,15.909999999999998,81.0,11.0014,10-20°C,75-100%,False,11,2012,0-10 kmh,Morning (6-12)
16552,2012-11-27,winter,2012,11,9,0,Wednesday,1,2,0.32,0.3333,0.81,0.1343,11,257,268,13.120000000000001,16.665,81.0,8.9981,10-20°C,75-100%,False,11,2012,0-10 kmh,Morning (6-12)
16553,2012-11-27,winter,2012,11,10,0,Wednesday,1,3,0.32,0.3182,0.81,0.194,5,52,57,13.120000000000001,15.909999999999998,81.0,12.998000000000001,10-20°C,75-100%,False,11,2012,0-10 kmh,Morning (6-12)
16554,2012-11-27,winter,2012,11,11,0,Wednesday,1,3,0.3,0.2727,0.87,0.2985,6,59,65,12.299999999999999,13.635,87.0,19.999499999999998,10-20°C,75-100%,False,11,2012,0-10 kmh,Morning (6-12)
16555,2012-11-27,winter,2012,11,12,0,Wednesday,1,3,0.28,0.2576,0.87,0.3881,6,70,76,11.48,12.879999999999999,87.0,26.0027,10-20°C,75-100%,False,11,2012,20-30 kmh,Morning (6-12)
16556,2012-11-27,winter,2012,11,13,0,Wednesday,1,3,0.28,0.2727,0.87,0.2537,4,73,77,11.48,13.635,87.0,16.997899999999998,10-20°C,75-100%,False,11,2012,0-10 kmh,Afternoon (12-18)
16557,2012-11-27,winter,2012,11,14,0,Wednesday,1,3,0.28,0.2576,0.87,0.3582,8,86,94,11.48,12.879999999999999,87.0,23.9994,10-20°C,75-100%,False,11,2012,20-30 kmh,Afternoon (12-18)
16558,2012-11-27,winter,2012,11,15,0,Wednesday,1,2,0.3,0.2727,0.75,0.2985,9,146,155,12.299999999999999,13.635,75.0,19.999499999999998,10-20°C,50-75%,False,11,2012,0-10 kmh,Afternoon (12-18)
16559,2012-11-27,winter,2012,11,16,0,Wednesday,1,2,0.3,0.2727,0.75,0.2985,5,252,257,12.299999999999999,13.635,75.0,19.999499999999998,10-20°C,50-75%,False,11,2012,0-10 kmh,Afternoon (12-18)
16560,2012-11-27,winter,2012,11,17,0,Wednesday,1,2,0.3,0.2727,0.75,0.3881,13,514,527,12.299999999999999,13.635,75.0,26.0027,10-20°C,50-75%,False,11,2012,20-30 kmh,Afternoon (12-18)
16561,2012-11-27,winter,2012,11,18,0,Wednesday,1,1,0.26,0.2273,0.81,0.3582,13,469,482,10.66,11.365,81.0,23.9994,10-20°C,75-100%,False,11,2012,20-30 kmh,Afternoon (12-18)
16562,2012-11-27,winter,2012,11,19,0,Wednesday,1,1,0.26,0.2576,0.73,0.2985,12,338,350,10.66,12.879999999999999,73.0,19.999499999999998,10-20°C,50-75%,False,11,2012,0-10 kmh,Evening (18-24)
16563,2012-11-27,winter,2012,11,20,0,Wednesday,1,1,0.26,0.2273,0.75,0.3284,4,228,232,10.66,11.365,75.0,22.0028,10-20°C,50-75%,False,11,2012,20-30 kmh,Evening (18-24)
16564,2012-11-27,winter,2012,11,21,0,Wednesday,1,1,0.24,0.2121,0.81,0.2836,6,179,185,9.84,10.605,81.0,19.0012,0-10°C,75-100%,False,11,2012,0-10 kmh,Evening (18-24)
16565,2012-11-27,winter,2012,11,22,0,Wednesday,1,1,0.24,0.2424,0.81,0.1642,2,95,97,9.84,12.120000000000001,81.0,11.0014,0-10°C,75-100%,False,11,2012,0-10 kmh,Evening (18-24)
16566,2012-11-27,winter,2012,11,23,0,Wednesday,1,2,0.26,0.2424,0.81,0.2537,3,64,67,10.66,12.120000000000001,81.0,16.997899999999998,10-20°C,75-100%,False,11,2012,0-10 kmh,Evening (18-24)
16567,2012-11-28,winter,2012,11,0,0,Thursday,1,2,0.26,0.2424,0.75,0.2537,1,22,23,10.66,12.120000000000001,75.0,16.997899999999998,10-20°C,50-75%,False,11,2012,0-10 kmh,Night (0-6)
16568,2012-11-28,winter,2012,11,1,0,Thursday,1,2,0.26,0.2576,0.75,0.2239,0,12,12,10.66,12.879999999999999,75.0,15.001299999999999,10-20°C,50-75%,False,11,2012,0-10 kmh,Night (0-6)
16569,2012-11-28,winter,2012,11,2,0,Thursday,1,2,0.26,0.2576,0.75,0.2239,0,1,1,10.66,12.879999999999999,75.0,15.001299999999999,10-20°C,50-75%,False,11,2012,0-10 kmh,Night (0-6)
16570,2012-11-28,winter,2012,11,3,0,Thursday,1,2,0.26,0.2576,0.7,0.2239,0,3,3,10.66,12.879999999999999,70.0,15.001299999999999,10-20°C,50-75%,False,11,2012,0-10 kmh,Night (0-6)
16571,2012-11-28,winter,2012,11,4,0,Thursday,1,2,0.26,0.2576,0.7,0.194,0,4,4,10.66,12.879999999999999,70.0,12.998000000000001,10-20°C,50-75%,False,11,2012,0-10 kmh,Night (0-6)
16572,2012-11-28,winter,2012,11,5,0,Thursday,1,2,0.26,0.2727,0.7,0.1343,0,39,39,10.66,13.635,70.0,8.9981,10-20°C,50-75%,False,11,2012,0-10 kmh,Night (0-6)
16573,2012-11-28,winter,2012,11,6,0,Thursday,1,2,0.26,0.2576,0.65,0.2239,4,132,136,10.66,12.879999999999999,65.0,15.001299999999999,10-20°C,50-75%,False,11,2012,0-10 kmh,Night (0-6)
16574,2012-11-28,winter,2012,11,7,0,Thursday,1,2,0.26,0.2576,0.56,0.194,6,403,409,10.66,12.879999999999999,56.00000000000001,12.998000000000001,10-20°C,50-75%,False,11,2012,0-10 kmh,Morning (6-12)
16575,2012-11-28,winter,2012,11,8,0,Thursday,1,1,0.24,0.2121,0.6,0.2836,9,683,692,9.84,10.605,60.0,19.0012,0-10°C,50-75%,False,11,2012,0-10 kmh,Morning (6-12)
16576,2012-11-28,winter,2012,11,9,0,Thursday,1,1,0.28,0.2727,0.52,0.194,13,309,322,11.48,13.635,52.0,12.998000000000001,10-20°C,50-75%,False,11,2012,0-10 kmh,Morning (6-12)
16577,2012-11-28,winter,2012,11,10,0,Thursday,1,1,0.3,0.3182,0.49,0.1045,17,144,161,12.299999999999999,15.909999999999998,49.0,7.0015,10-20°C,25-50%,False,11,2012,0-10 kmh,Morning (6-12)
16578,2012-11-28,winter,2012,11,11,0,Thursday,1,1,0.32,0.3182,0.45,0.1642,19,127,146,13.120000000000001,15.909999999999998,45.0,11.0014,10-20°C,25-50%,False,11,2012,0-10 kmh,Morning (6-12)
16579,2012-11-28,winter,2012,11,12,0,Thursday,1,1,0.34,0.303,0.42,0.3881,19,189,208,13.940000000000001,15.15,42.0,26.0027,10-20°C,25-50%,False,11,2012,20-30 kmh,Morning (6-12)
16580,2012-11-28,winter,2012,11,13,0,Thursday,1,1,0.34,0.3333,0.42,0.194,21,193,214,13.940000000000001,16.665,42.0,12.998000000000001,10-20°C,25-50%,False,11,2012,0-10 kmh,Afternoon (12-18)
16581,2012-11-28,winter,2012,11,14,0,Thursday,1,1,0.36,0.3333,0.4,0.2985,15,161,176,14.76,16.665,40.0,19.999499999999998,10-20°C,25-50%,False,11,2012,0-10 kmh,Afternoon (12-18)
